,Gene_ID,Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,Chromosome,Start,End,Biotype
4767,ENSG00000253821.2,AC090796,24.19164768,-1.878893054,0.541713362,-3.468426638,0.000523515,0.005063038,ENSG00000253821.2,8,57492884,57592451,lncRNA
4768,ENSG00000253861.1,SLC2A3P1,149.4256388,1.958459894,0.54191691,3.613948669,0.000301569,0.003229575,ENSG00000253861.1,5,168552277,168553727,processed_pseudogene
4769,ENSG00000253948.3,AC104986,15.87396484,-1.072189056,0.304877138,-3.516790606,0.000436798,0.004378478,ENSG00000253948.3,8,98957568,99013743,lncRNA
4770,ENSG00000253958.2,CLDN23,139.2454423,-0.516182028,0.180818269,-2.854700636,0.004307741,0.027351353,ENSG00000253958.2,8,8701937,8704096,protein_coding
4771,ENSG00000253982.3,AC100810,391.5906349,-0.699624267,0.212941766,-3.285519235,0.001017946,0.008625634,ENSG00000253982.3,8,1761054,1764508,lncRNA
4772,ENSG00000253998.3,IGKV2-29,4.272749282,-3.60430367,0.905728284,-3.979453588,6.91e-05,0.000969807,ENSG00000253998.3,2,89234174,89234912,IG_V_pseudogene
4773,ENSG00000254087.8,LYN,369.4548427,-0.620688791,0.223330701,-2.779236295,0.005448687,0.032834609,ENSG00000254087.8,8,55879835,56014169,protein_coding
4774,ENSG00000254093.9,PINX1,56.19868154,0.639672372,0.228295586,2.801948045,0.005079505,0.031066545,ENSG00000254093.9,8,10764961,10839884,protein_coding
4775,ENSG00000254099.1,AC005740,17.57129664,1.770319913,0.437790108,4.043764082,5.26e-05,0.000778608,ENSG00000254099.1,5,141970637,141982687,lncRNA
4776,ENSG00000254122.3,PCDHGB7,21.68267303,0.867799735,0.304395527,2.85089516,0.004359634,0.02758267,ENSG00000254122.3,5,141417645,141512975,protein_coding
4777,ENSG00000254129.1,AC108449,7.052416152,1.96424371,0.537123548,3.656968156,0.000255216,0.002815917,ENSG00000254129.1,8,29110573,29140729,lncRNA
4778,ENSG00000254139.2,AC104051,1.155259378,-3.170685566,1.085791827,-2.920159728,0.00349852,0.023125098,ENSG00000254139.2,8,57746129,57750199,lncRNA
4779,ENSG00000254162.1,AC009812,2.827177398,2.86949405,0.911844832,3.146910472,0.001650055,0.012703991,ENSG00000254162.1,8,80535006,80539135,lncRNA
4780,ENSG00000254192.1,AC011365,7.51049898,-1.226447045,0.382233133,-3.20863614,0.001333662,0.010723494,ENSG00000254192.1,5,168654513,168667761,lncRNA
4781,ENSG00000254230.1,AC037459,42.90291585,0.934611149,0.314945274,2.967535085,0.00300198,0.020464178,ENSG00000254230.1,8,22565997,22567171,lncRNA
4782,ENSG00000254231.3,AC103760,255.6164067,-0.633073477,0.192704752,-3.285199103,0.001019103,0.008633328,ENSG00000254231.3,8,86333274,86343429,lncRNA
4783,ENSG00000254236.1,AP003550,9.20001779,2.052510223,0.616316161,3.330287851,0.000867562,0.007594846,ENSG00000254236.1,8,103020187,103021428,lncRNA
4784,ENSG00000254260.1,AC015468,4.28865386,1.851325032,0.628583127,2.945235008,0.003227094,0.021670227,ENSG00000254260.1,8,20941428,20950175,lncRNA
4785,ENSG00000254307.2,AP003692,79.30912988,-0.696741875,0.230506037,-3.022662165,0.002505618,0.017704968,ENSG00000254307.2,8,94791643,94793106,lncRNA
4786,ENSG00000254340.2,AC022784,73.03350056,2.05983661,0.445486021,4.623796286,3.77e-06,8.73e-05,ENSG00000254340.2,8,9141424,9145503,lncRNA
4787,ENSG00000254343.2,AC091563,43.04781045,-0.731440134,0.239863255,-3.04940469,0.002292954,0.016511842,ENSG00000254343.2,8,120052180,120056201,lncRNA
4788,ENSG00000254400.1,AC091564,22.15389017,2.759595176,0.448531213,6.152515359,7.63e-10,5.99e-08,ENSG00000254400.1,11,6603642,6604420,lncRNA
4789,ENSG00000254402.7,LRRC24,31.93329499,1.835061971,0.425922263,4.308443417,1.64e-05,0.000298964,ENSG00000254402.7,8,144522388,144527033,protein_coding
4790,ENSG00000254416.6,AP000924,9.054302924,2.960371592,0.744368807,3.977022635,6.98e-05,0.000978184,ENSG00000254416.6,11,110355130,110407613,lncRNA
4791,ENSG00000254453.2,NAV2-AS2,9.873204747,3.564692895,0.821854141,4.337379004,1.44e-05,0.000267828,ENSG00000254453.2,11,20043767,20049458,lncRNA
4792,ENSG00000254459.1,AP002812,59.54082122,-1.164860031,0.312625977,-3.726050029,0.000194504,0.002256049,ENSG00000254459.1,11,77829654,77872262,lncRNA
4793,ENSG00000254470.3,AP5B1,114.333892,1.231405814,0.185806305,6.627362907,3.42e-11,4.15e-09,ENSG00000254470.3,11,65773898,65780976,protein_coding
4794,ENSG00000254528.7,AP000757,132.0571658,-0.857121141,0.276745712,-3.097143345,0.001953954,0.014526892,ENSG00000254528.7,11,117833719,117838942,lncRNA
4795,ENSG00000254536.2,AL360181,313.6639316,0.905441795,0.287080861,3.153960841,0.001610707,0.012475952,ENSG00000254536.2,10,133380017,133420271,protein_coding
4796,ENSG00000254550.1,OMP,1.859499531,3.087645326,1.005803256,3.069830316,0.002141804,0.01562159,ENSG00000254550.1,11,77102840,77103331,protein_coding
4797,ENSG00000254559.1,AC069287,136.0157639,0.871514342,0.181797764,4.79386722,1.64e-06,4.35e-05,ENSG00000254559.1,11,203623,205470,lncRNA
4798,ENSG00000254568.1,AP003501,23.79086085,-1.734289998,0.302381926,-5.735428773,9.73e-09,5.5e-07,ENSG00000254568.1,11,124883691,124887789,lncRNA
4799,ENSG00000254571.1,AL358937,11.13660325,2.188166549,0.577211694,3.790925537,0.000150087,0.001825882,ENSG00000254571.1,9,99915077,99929896,lncRNA
4800,ENSG00000254578.1,AC084125,82.97864005,-0.615589027,0.191526886,-3.214112862,0.001308482,0.010567666,ENSG00000254578.1,8,144463817,144465101,lncRNA
4801,ENSG00000254635.6,WAC-AS1,208.5621964,-0.591711912,0.201515763,-2.936305839,0.003321467,0.022162101,ENSG00000254635.6,10,28522652,28533066,lncRNA
4802,ENSG00000254641.1,AC091564,91.38291347,0.708897082,0.234068241,3.028591485,0.002456967,0.017431877,ENSG00000254641.1,11,6608667,6610135,lncRNA
4803,ENSG00000254662.1,AP000781,52.74618175,0.557054551,0.181538183,3.068525535,0.002151179,0.015683362,ENSG00000254662.1,11,57325603,57327958,lncRNA
4804,ENSG00000254673.1,AC110275,109.8705081,0.798030133,0.248091295,3.216679302,0.001296835,0.010495631,ENSG00000254673.1,8,43018424,43077334,protein_coding
4805,ENSG00000254681.6,PKD1P5,18.69676355,2.966933373,0.538551748,5.509096167,3.61e-08,1.66e-06,ENSG00000254681.6,16,18374521,18401940,transcribed_unprocessed_pseudogene
4806,ENSG00000254692.1,AL136295,392.73087,0.511240928,0.120315031,4.249185847,2.15e-05,0.000372534,ENSG00000254692.1,14,24189157,24213473,protein_coding
4807,ENSG00000254693.1,AC010768,25.59206879,1.367931796,0.467543716,2.925783729,0.003435897,0.022806952,ENSG00000254693.1,11,44604508,44605337,lncRNA
4808,ENSG00000254695.2,AC087379,5.568309196,-2.69893486,0.789580879,-3.418186701,0.000630398,0.005883096,ENSG00000254695.2,11,15605484,15705376,lncRNA
4809,ENSG00000254706.3,AL512785,19.03345784,2.374156576,0.441383053,5.378902886,7.49e-08,3.11e-06,ENSG00000254706.3,1,162365407,162383531,protein_coding
4810,ENSG00000254709.8,IGLL5,272.2086015,-1.837361008,0.482374805,-3.80899041,0.000139535,0.001724509,ENSG00000254709.8,22,22887780,22896111,protein_coding
4811,ENSG00000254732.2,AP001931,549.7947545,0.419434455,0.157016374,2.671278437,0.007556294,0.042217136,ENSG00000254732.2,11,57741779,57804771,protein_coding
4812,ENSG00000254802.1,AC022182,1.052410371,-2.625423564,0.997208321,-2.632773424,0.008469082,0.046206278,ENSG00000254802.1,8,60965802,60967775,lncRNA
4813,ENSG00000254815.6,AP006284,21.9898706,1.270421065,0.385058103,3.299297053,0.000969273,0.008306716,ENSG00000254815.6,11,557595,560107,lncRNA
4814,ENSG00000254821.1,AL136309,99.0114999,1.386878421,0.39937585,3.47261463,0.000515415,0.005000058,ENSG00000254821.1,6,4135423,4146053,lncRNA
4815,ENSG00000254827.6,SLC22A18AS,58.33635196,1.063755583,0.356432673,2.98445026,0.002840884,0.019566326,ENSG00000254827.6,11,2887344,2903813,lncRNA
4816,ENSG00000254835.1,RNF185-AS1,100.6750254,1.268667141,0.302298071,4.196742424,2.71e-05,0.000450085,ENSG00000254835.1,22,31205264,31205616,lncRNA
4817,ENSG00000254837.2,AP001372,70.85028273,-0.643933931,0.1946911,-3.307464643,0.000941446,0.008116455,ENSG00000254837.2,11,74493366,74498533,lncRNA
4818,ENSG00000254866.2,DEFB109D,1.6341651,-3.343118201,0.99863113,-3.347700769,0.000814849,0.007226571,ENSG00000254866.2,8,12150888,12158033,protein_coding
4819,ENSG00000254873.1,AP001267,704.7892794,-0.645753642,0.125885041,-5.129709092,2.9e-07,1.01e-05,ENSG00000254873.1,11,118397095,118401895,lncRNA
4820,ENSG00000254902.1,ANO1-AS1,196.876115,0.992268191,0.257696084,3.850536553,0.000117859,0.001507183,ENSG00000254902.1,11,70187788,70188509,lncRNA
4821,ENSG00000254905.1,AP001318,18.58216951,0.978112446,0.264283705,3.700994146,0.000214756,0.002445892,ENSG00000254905.1,11,126292922,126294254,lncRNA
4822,ENSG00000254907.1,AC087276,81.32684583,1.938687493,0.445962937,4.347194201,1.38e-05,0.000257785,ENSG00000254907.1,11,43328748,43359296,lncRNA
4823,ENSG00000254928.1,AP001372,30.66078721,-1.041736253,0.263864387,-3.947998689,7.88e-05,0.00107423,ENSG00000254928.1,11,74455348,74456825,lncRNA
4824,ENSG00000254979.5,AP000781,611.1400877,1.561849536,0.261185502,5.97984775,2.23e-09,1.52e-07,ENSG00000254979.5,11,57387365,57424059,protein_coding
4825,ENSG00000254986.8,DPP3,232.5836909,0.792321161,0.142796371,5.548608515,2.88e-08,1.37e-06,ENSG00000254986.8,11,66480013,66509657,protein_coding
4826,ENSG00000254995.4,STX16-NPEPL1,149.2041693,0.885049148,0.167246338,5.291889537,1.21e-07,4.75e-06,ENSG00000254995.4,20,58651434,58715410,protein_coding
4827,ENSG00000254999.4,BRK1,1536.447954,-0.43307957,0.162112023,-2.671483352,0.007551682,0.042205308,ENSG00000254999.4,3,10115675,10127190,protein_coding
4828,ENSG00000255026.1,AC136475,23.95924682,1.707645823,0.513295183,3.32683002,0.000878399,0.007668464,ENSG00000255026.1,11,287305,288987,lncRNA
4829,ENSG00000255031.5,AP002807,164.6275586,-0.980205997,0.296501499,-3.305905703,0.000946699,0.008153625,ENSG00000255031.5,11,68050740,68053762,lncRNA
4830,ENSG00000255050.1,AC067930,278.4882304,1.359981794,0.482341639,2.819540516,0.004809246,0.029692942,ENSG00000255050.1,8,143573490,143577397,lncRNA
4831,ENSG00000255054.3,AL020996,108.4152657,0.989286349,0.180605082,5.477621874,4.31e-08,1.93e-06,ENSG00000255054.3,1,25811470,25823744,protein_coding
4832,ENSG00000255071.3,SAA2-SAA4,7466.637186,-0.969063341,0.240960463,-4.021669486,5.78e-05,0.000839667,ENSG00000255071.3,11,18231423,18248635,protein_coding
4833,ENSG00000255072.2,PIGY,655.4886053,-0.544855202,0.178468227,-3.052953527,0.00226601,0.016355237,ENSG00000255072.2,4,88520998,88523776,protein_coding
4834,ENSG00000255073.8,ZFP91-CNTF,83.66933446,2.043367606,0.406106406,5.031606442,4.86e-07,1.57e-05,ENSG00000255073.8,11,58579172,58624639,protein_coding
4835,ENSG00000255108.1,AP006621,62.69534907,2.683388577,0.493563213,5.436767783,5.43e-08,2.35e-06,ENSG00000255108.1,11,823634,832883,lncRNA
4836,ENSG00000255121.2,AP003392,5.948342724,1.792212971,0.528863447,3.38880099,0.000701989,0.006414616,ENSG00000255121.2,11,118994824,118998004,lncRNA
4837,ENSG00000255135.5,AP002360,38.45849236,-0.963533998,0.278699715,-3.457247875,0.000545723,0.005238302,ENSG00000255135.5,11,76435559,76444690,lncRNA
4838,ENSG00000255136.3,AP001972,301.0113184,-0.810274148,0.203216176,-3.987252221,6.68e-05,0.000945385,ENSG00000255136.3,11,75206048,75241173,lncRNA
4839,ENSG00000255145.3,STX17-AS1,39.29567114,-1.267336641,0.283354698,-4.472615598,7.73e-06,0.000158206,ENSG00000255145.3,9,99397024,99906605,lncRNA
4840,ENSG00000255164.1,AF235103,7.087962493,2.282362122,0.609100235,3.747104323,0.000178888,0.002108828,ENSG00000255164.1,8,144992914,144994837,lncRNA
4841,ENSG00000255173.1,AP003068,3.333332613,4.433020421,1.077600247,4.113789353,3.89e-05,0.000607568,ENSG00000255173.1,11,65117157,65117458,lncRNA
4842,ENSG00000255182.2,AC084125,214.2704762,2.914008706,0.370799579,7.858716334,3.88e-15,1.53e-12,ENSG00000255182.2,8,144495458,144505444,lncRNA
4843,ENSG00000255191.1,AP003555,4.110663388,3.385611958,1.017021581,3.328948001,0.000871747,0.007617993,ENSG00000255191.1,11,69985876,70015815,lncRNA
4844,ENSG00000255224.1,AC109322,19.30879525,1.008690997,0.322175484,3.130874462,0.001742866,0.013262256,ENSG00000255224.1,8,144077997,144079265,lncRNA
4845,ENSG00000255234.6,AP000446,7.038497534,1.545524118,0.440176128,3.511149334,0.000446174,0.004445431,ENSG00000255234.6,11,83286120,83423516,lncRNA
4846,ENSG00000255284.3,AP006621,100.1549304,-0.736283557,0.196698631,-3.743206322,0.000181687,0.002137461,ENSG00000255284.3,11,777574,785231,lncRNA
4847,ENSG00000255292.9,AP002884,660.0510268,0.915984792,0.336788313,2.719764181,0.006532849,0.037635079,ENSG00000255292.9,11,112086903,112193805,protein_coding
4848,ENSG00000255325.2,AC108136,1.781974253,3.049569976,1.104643818,2.760681702,0.005768086,0.034343671,ENSG00000255325.2,8,122485515,122489815,lncRNA
4849,ENSG00000255340.1,AC087276,9.471931758,2.922910506,0.768264335,3.804563576,0.000142054,0.001750926,ENSG00000255340.1,11,43378882,43385671,lncRNA
4850,ENSG00000255348.1,AP001775,3.905383462,2.259486601,0.719080185,3.142190048,0.001676892,0.012861988,ENSG00000255348.1,11,134178824,134186166,lncRNA
4851,ENSG00000255382.2,AP001646,3.037667939,-1.962672531,0.672584686,-2.918104698,0.003521661,0.023233701,ENSG00000255382.2,11,82781502,82817741,lncRNA
4852,ENSG00000255438.2,AL354813,37.07311341,3.804964951,0.52217986,7.286694186,3.18e-13,7.19e-11,ENSG00000255438.2,20,47677901,47686297,lncRNA
4853,ENSG00000255448.1,AC055860,23.97547515,1.008382157,0.308399733,3.269724482,0.001076523,0.009024806,ENSG00000255448.1,11,18000542,18022931,lncRNA
4854,ENSG00000255449.1,AP002812,82.41896934,-0.868443621,0.236076223,-3.678657724,0.000234465,0.002627993,ENSG00000255449.1,11,77866412,77870091,lncRNA
4855,ENSG00000255467.1,AP002433,354.4079383,1.861162617,0.407308537,4.569417156,4.89e-06,0.000108753,ENSG00000255467.1,11,108105074,108121684,lncRNA
4856,ENSG00000255468.7,AP001107,77.09227085,0.647349574,0.233705811,2.769933577,0.005606773,0.033591155,ENSG00000255468.7,11,66347950,66364804,lncRNA
4857,ENSG00000255495.1,AC145124,11.15804862,1.596582611,0.456386497,3.498312555,0.000468212,0.00462508,ENSG00000255495.1,NA,NA,NA,NA
4858,ENSG00000255503.1,AP001767,29.47709932,-0.623505195,0.215775287,-2.889604293,0.00385727,0.024976673,ENSG00000255503.1,11,83072402,83097196,lncRNA
4859,ENSG00000255529.9,POLR2M,370.8481431,-0.620268507,0.155011288,-4.001440904,6.3e-05,0.000898513,ENSG00000255529.9,15,57706695,57782762,protein_coding
4860,ENSG00000255539.1,AP002336,5.522609159,2.784263071,0.742610224,3.749292673,0.000177334,0.002095507,ENSG00000255539.1,11,70324871,70327209,lncRNA
4861,ENSG00000255585.3,AL590627,16.690011,0.856674662,0.321663283,2.663265304,0.007738637,0.043034829,ENSG00000255585.3,9,137787665,137788690,transcribed_processed_pseudogene
4862,ENSG00000255639.3,AC005833,347.8782529,0.456844133,0.140077316,3.261371268,0.001108748,0.009243479,ENSG00000255639.3,12,4649101,4774184,protein_coding
4863,ENSG00000255649.2,AC008114,7.775320539,2.01249331,0.638260714,3.153089743,0.001615521,0.012488583,ENSG00000255649.2,12,14530124,14543575,lncRNA
4864,ENSG00000255663.1,AP002373,97.81762174,1.024454628,0.294051128,3.483933675,0.000494102,0.004831259,ENSG00000255663.1,11,114400682,114443932,protein_coding
4865,ENSG00000255680.1,AC091564,50.21088497,3.602478088,0.57071707,6.312196147,2.75e-10,2.48e-08,ENSG00000255680.1,11,6618790,6619764,lncRNA
4866,ENSG00000255690.3,TRIL,30.4685177,-1.308134638,0.430453021,-3.038971908,0.00237387,0.016967485,ENSG00000255690.3,7,28953358,28958330,protein_coding
4867,ENSG00000255723.1,AC108516,1039.964857,1.131251068,0.375984618,3.008769544,0.00262308,0.01835096,ENSG00000255723.1,4,87317170,87345210,lncRNA
4868,ENSG00000255730.5,AC011462,477.789659,0.765658039,0.204951895,3.735793901,0.000187124,0.002191001,ENSG00000255730.5,19,41350853,41425001,protein_coding
4869,ENSG00000255769.7,GOLGA2P10,15.30561467,1.391516022,0.443045104,3.140799904,0.001684871,0.012911751,ENSG00000255769.7,15,82476498,82477926,transcribed_unprocessed_pseudogene
4870,ENSG00000255774.2,AP000439,11.86401289,3.979624779,0.974450323,4.083968864,4.43e-05,0.000677958,ENSG00000255774.2,11,69475567,69481545,lncRNA
4871,ENSG00000255823.5,MTRNR2L8,19.46178529,4.134195487,1.514225848,2.730237034,0.00632888,0.036802959,ENSG00000255823.5,NA,NA,NA,NA
4872,ENSG00000255835.1,AL117348,82.24119311,0.772102054,0.161938318,4.76787746,1.86e-06,4.8e-05,ENSG00000255835.1,1,225886696,225924278,protein_coding
4873,ENSG00000255837.2,TAS2R20,25.89249553,-0.924901962,0.244813845,-3.777980626,0.000158105,0.001909339,ENSG00000255837.2,12,10995961,10998304,protein_coding
4874,ENSG00000255850.2,TMEM5-AS1,61.73611469,-0.429165449,0.15875197,-2.703370857,0.006864012,0.039197208,ENSG00000255850.2,12,63804739,63822156,lncRNA
4875,ENSG00000255949.1,RPS6KB2-AS1,64.28787341,0.918964522,0.30539824,3.009069479,0.002620492,0.018336558,ENSG00000255949.1,11,67431367,67435399,lncRNA
4876,ENSG00000255959.1,AP000777,8.531198971,1.940961876,0.426557454,4.550294123,5.36e-06,0.000116733,ENSG00000255959.1,11,60835996,60842965,lncRNA
4877,ENSG00000255974.8,CYP2A6,20410.92205,0.85738152,0.199000231,4.308444853,1.64e-05,0.000298964,ENSG00000255974.8,19,40843541,40850447,protein_coding
4878,ENSG00000256006.1,AC084117,2.417588422,-2.616899499,0.858634615,-3.047745169,0.002305654,0.016589494,ENSG00000256006.1,11,18405609,18406731,lncRNA
4879,ENSG00000256007.1,ARAP1-AS1,161.1387635,-1.286787871,0.22181639,-5.801139723,6.59e-09,3.95e-07,ENSG00000256007.1,11,72685075,72693808,lncRNA
4880,ENSG00000256034.1,AP002770,31.35322372,2.513869942,0.534061477,4.707079714,2.51e-06,6.17e-05,ENSG00000256034.1,11,73760563,73761070,lncRNA
4881,ENSG00000256060.3,TRAPPC2B,52.42459275,-1.224110654,0.237493948,-5.154281458,2.55e-07,9.06e-06,ENSG00000256060.3,19,57363551,57365405,protein_coding
4882,ENSG00000256151.1,ADGRD1-AS1,1.761699346,3.512790641,1.045151544,3.361034733,0.000776511,0.00694168,ENSG00000256151.1,12,130990138,130993976,lncRNA
4883,ENSG00000256162.2,SMLR1,1911.550672,-0.569827631,0.167359705,-3.404807822,0.000662106,0.006108209,ENSG00000256162.2,6,130827406,130837135,protein_coding
4884,ENSG00000256185.1,AC055720,163.1439622,-1.541856868,0.251673065,-6.126427836,8.99e-10,6.87e-08,ENSG00000256185.1,12,26335864,26336950,lncRNA
4885,ENSG00000256234.1,AC022509,32.85814765,-0.9927633,0.287723247,-3.450410451,0.000559735,0.005343176,ENSG00000256234.1,12,26211164,26335856,lncRNA
4886,ENSG00000256339.1,AC007655,26.39140268,1.381519804,0.508705998,2.71575293,0.006612525,0.037999243,ENSG00000256339.1,12,14841092,14844708,lncRNA
4887,ENSG00000256364.1,AC069234,312.392866,2.351989201,0.410144218,5.7345419,9.78e-09,5.51e-07,ENSG00000256364.1,12,120697124,120699541,lncRNA
4888,ENSG00000256448.5,AP000763,14.96957335,1.883125895,0.429175952,4.387771229,1.15e-05,0.000220153,ENSG00000256448.5,11,73405297,73410682,lncRNA
4889,ENSG00000256462.1,AL732437,5.21494446,5.528537635,1.354313496,4.082169786,4.46e-05,0.000681421,ENSG00000256462.1,10,5524976,5525742,lncRNA
4890,ENSG00000256469.1,AP002383,25.69300717,1.291309366,0.423223764,3.051126794,0.002279843,0.016434519,ENSG00000256469.1,11,94874052,94925521,lncRNA
4891,ENSG00000256508.2,MRGPRF-AS1,4.933106995,3.078840746,0.856116172,3.596288502,0.00032279,0.003417724,ENSG00000256508.2,11,69012283,69018447,lncRNA
4892,ENSG00000256537.5,SMIM10L1,516.2082516,-0.451911255,0.170593945,-2.649046272,0.008071928,0.04443112,ENSG00000256537.5,12,11171194,11176016,protein_coding
4893,ENSG00000256566.1,AL049650,95.21406989,0.676656196,0.225619554,2.999102624,0.002707761,0.018848809,ENSG00000256566.1,20,2467212,2508907,protein_coding
4894,ENSG00000256569.1,AC069234,48.59662767,1.283539048,0.24846376,5.165900434,2.39e-07,8.57e-06,ENSG00000256569.1,12,120721507,120723639,lncRNA
4895,ENSG00000256577.2,AC007406,38.57122452,2.403551457,0.351468037,6.83860608,8e-12,1.21e-09,ENSG00000256577.2,12,203642,205094,lncRNA
4896,ENSG00000256633.1,AP005019,11.15662069,1.622055485,0.56896399,2.85089305,0.004359663,0.02758267,ENSG00000256633.1,11,72584572,72587979,lncRNA
4897,ENSG00000256646.8,AC010132,1751.585487,-0.555994003,0.169394729,-3.282239102,0.001029862,0.008709557,ENSG00000256646.8,7,42909273,42932214,protein_coding
4898,ENSG00000256712.1,AC134349,2.144904646,3.78459487,1.316881645,2.873906615,0.004054288,0.02598512,ENSG00000256712.1,12,11166090,11171353,lncRNA
4899,ENSG00000256747.1,AC009511,3.10764232,2.656965578,0.847210795,3.136132817,0.001711917,0.013069832,ENSG00000256747.1,12,27779821,27781067,lncRNA
4900,ENSG00000256789.1,AP000753,10.20829918,2.589454885,0.658596602,3.931776869,8.43e-05,0.001138176,ENSG00000256789.1,11,63637677,63658962,lncRNA
4901,ENSG00000256825.4,AC026786,37.95401238,0.937668036,0.252424545,3.714646833,0.000203488,0.002342984,ENSG00000256825.4,12,133130984,133202369,protein_coding
4902,ENSG00000256937.1,KRT17P8,194.2065486,2.867903152,0.599558427,4.783358924,1.72e-06,4.51e-05,ENSG00000256937.1,12,9127783,9128645,processed_pseudogene
4903,ENSG00000256967.1,AC018653,70.24325112,0.785932331,0.195175566,4.026796721,5.65e-05,0.000824968,ENSG00000256967.1,12,7129079,7131198,lncRNA
4904,ENSG00000257022.1,AC008250,32.24438375,2.707435709,0.677259791,3.997632437,6.4e-05,0.00091196,ENSG00000257022.1,12,21827210,21887957,lncRNA
4905,ENSG00000257062.6,AC022335,760.0794695,2.260922979,0.510497685,4.428860396,9.47e-06,0.000188285,ENSG00000257062.6,12,21047179,21176895,protein_coding
4906,ENSG00000257065.1,AL049844,15.26541373,1.061170467,0.381414138,2.782200137,0.005399173,0.032601252,ENSG00000257065.1,6,143807092,143844617,protein_coding
4907,ENSG00000257093.7,KIAA1147,1419.545811,0.9321324,0.225001417,4.142784573,3.43e-05,0.000547197,ENSG00000257093.7,7,141656728,141702166,protein_coding
4908,ENSG00000257097.1,CLIP1-AS1,1.933607111,3.172567977,1.057917893,2.99887921,0.002709747,0.018858206,ENSG00000257097.1,12,122395542,122400857,lncRNA
4909,ENSG00000257202.1,AC084398,18.13666035,-1.424294255,0.31939346,-4.459372009,8.22e-06,0.000166312,ENSG00000257202.1,12,101923410,101924719,lncRNA
4910,ENSG00000257222.1,AC079907,20.0596984,-0.906997322,0.31037509,-2.922261969,0.003474991,0.022997769,ENSG00000257222.1,12,102063355,102074820,lncRNA
4911,ENSG00000257267.4,ZNF271P,406.4865097,-0.332874202,0.126744755,-2.626335134,0.008630979,0.046934254,ENSG00000257267.4,18,35291184,35307896,transcribed_unitary_pseudogene
4912,ENSG00000257275.6,AL139020,2.342556336,-2.4724495,0.837462567,-2.952310463,0.003154056,0.021283693,ENSG00000257275.6,14,95711747,95757656,lncRNA
4913,ENSG00000257337.8,AC068888,634.6357751,0.662855485,0.237669211,2.788983403,0.005287377,0.032099749,ENSG00000257337.8,12,53012884,53054450,lncRNA
4914,ENSG00000257359.1,AC073863,6.61904594,2.075985138,0.495577789,4.189019732,2.8e-05,0.00046301,ENSG00000257359.1,12,113932569,113937255,lncRNA
4915,ENSG00000257386.1,AC025257,58.60550699,1.946436663,0.422869817,4.602921721,4.17e-06,9.47e-05,ENSG00000257386.1,12,74538145,74538633,lncRNA
4916,ENSG00000257411.2,AC034102,176.555275,0.900339541,0.214407942,4.199189318,2.68e-05,0.000446106,ENSG00000257411.2,12,56101331,56109289,protein_coding
4917,ENSG00000257433.7,AC004241,34.25843056,-0.669441001,0.224928838,-2.976234652,0.002918115,0.019998791,ENSG00000257433.7,12,47706058,47742294,lncRNA
4918,ENSG00000257452.1,AC004551,42.92740292,1.240308058,0.37052222,3.347459322,0.00081556,0.007231016,ENSG00000257452.1,12,112907628,113017751,lncRNA
4919,ENSG00000257489.6,AC010203,13.00928628,1.476953955,0.531397328,2.779377837,0.005446313,0.032828641,ENSG00000257489.6,12,100180553,100199762,transcribed_unprocessed_pseudogene
4920,ENSG00000257529.5,RPL36A-HNRNPH2,1412.672188,-0.777841911,0.175991307,-4.419774606,9.88e-06,0.000194922,ENSG00000257529.5,X,101391011,101412297,protein_coding
4921,ENSG00000257543.1,AC063948,4.10142269,-1.828731623,0.579974642,-3.153123416,0.001615335,0.012488583,ENSG00000257543.1,12,101408372,101409060,lncRNA
4922,ENSG00000257548.1,AC078929,1.636243169,3.858280361,1.23784524,3.116932744,0.001827433,0.013757599,ENSG00000257548.1,12,107093298,107123314,lncRNA
4923,ENSG00000257550.2,AC023509,54.84744071,1.810217323,0.466546755,3.880034109,0.000104442,0.001362505,ENSG00000257550.2,12,53513891,53517608,lncRNA
4924,ENSG00000257551.1,HLX-AS1,4.714589924,2.016291161,0.618994251,3.257366539,0.001124511,0.009343401,ENSG00000257551.1,1,220832763,220880140,lncRNA
4925,ENSG00000257621.9,PSMA3-AS1,866.9426388,-0.813580627,0.27623458,-2.945252641,0.003226911,0.021670227,ENSG00000257621.9,14,58265365,58298134,lncRNA
4926,ENSG00000257660.5,AC117498,11.738802,-1.284298859,0.369710281,-3.473798068,0.000513147,0.004983644,ENSG00000257660.5,12,48789147,48790535,lncRNA
4927,ENSG00000257671.1,KRT7-AS,21.18794803,2.242923851,0.727569908,3.082760608,0.002050901,0.015108156,ENSG00000257671.1,12,52245048,52247448,lncRNA
4928,ENSG00000257698.3,AC084033,18.82291938,-1.231742084,0.376707307,-3.26975894,0.001076392,0.009024806,ENSG00000257698.3,12,57930115,57936345,lncRNA
4929,ENSG00000257727.6,CNPY2,675.8375336,-0.590295709,0.170527244,-3.461591795,0.000536991,0.005170255,ENSG00000257727.6,12,56309842,56316119,protein_coding
4930,ENSG00000257766.1,AC025265,5.070924347,2.692172744,0.946939802,2.843024169,0.004468768,0.028044618,ENSG00000257766.1,12,103668575,103669406,lncRNA
4931,ENSG00000257767.3,AC002996,4335.575491,1.43749732,0.348133661,4.12915349,3.64e-05,0.000575104,ENSG00000257767.3,12,111753890,111791418,protein_coding
