,gene_id,colors,gene_name,gene_type,receptor
8393,ENSG00000151748,grey,SAV1,gene with protein product,
8394,ENSG00000230530,grey,LIMD1-AS1,"RNA, long non-coding",
8395,ENSG00000109320,grey,NFKB1,gene with protein product,
8396,ENSG00000067334,grey,DNTTIP2,gene with protein product,
8397,ENSG00000100350,grey,FOXRED2,gene with protein product,
8398,ENSG00000113657,grey,DPYSL3,gene with protein product,
8399,ENSG00000187257,blue,RSBN1L,gene with protein product,
8400,ENSG00000267724,green,,,
8401,ENSG00000074603,brown,DPP8,gene with protein product,
8402,ENSG00000254231,salmon,WWP1-AS1,"RNA, long non-coding",
8403,ENSG00000154359,grey,LONRF1,gene with protein product,
8404,ENSG00000164978,grey,NUDT2,gene with protein product,
8405,ENSG00000033100,pink,CHPF2,gene with protein product,
8406,ENSG00000279108,grey,,,
8407,ENSG00000263400,grey,TMEM220-AS1,"RNA, long non-coding",
8408,ENSG00000105404,tan,RABAC1,gene with protein product,
8409,ENSG00000203791,green,EEF1AKMT2,gene with protein product,
8410,ENSG00000144233,grey,AMMECR1L,gene with protein product,
8411,ENSG00000163811,brown,WDR43,gene with protein product,
8412,ENSG00000173581,turquoise,CCDC106,gene with protein product,
8413,ENSG00000255343,red,,,
8414,ENSG00000136824,brown,SMC2,gene with protein product,
8415,ENSG00000289268,grey,,,
8416,ENSG00000286081,grey,,,
8417,ENSG00000213246,yellow,SUPT4H1,gene with protein product,
8418,ENSG00000150776,green,NKAPD1,gene with protein product,
8419,ENSG00000041988,turquoise,THAP3,gene with protein product,
8420,ENSG00000147010,grey,SH3KBP1,gene with protein product,
8421,ENSG00000151929,grey,BAG3,gene with protein product,
8422,ENSG00000146112,grey,PPP1R18,gene with protein product,
8423,ENSG00000157450,brown,RNF111,gene with protein product,
8424,ENSG00000112584,black,FAM120B,gene with protein product,
8425,ENSG00000118096,grey,IFT46,gene with protein product,
8426,ENSG00000255245,grey,FXYD6-FXYD2,readthrough,
8427,ENSG00000110442,grey,COMMD9,gene with protein product,
8428,ENSG00000155893,midnightblue,PXYLP1,gene with protein product,
8429,ENSG00000130332,purple,LSM7,gene with protein product,
8430,ENSG00000129460,grey,NGDN,gene with protein product,
8431,ENSG00000151014,grey,NOCT,gene with protein product,
8432,ENSG00000013573,grey,DDX11,gene with protein product,
8433,ENSG00000185880,grey,TRIM69,gene with protein product,
8434,ENSG00000227500,pink,SCAMP4,gene with protein product,
8435,ENSG00000186812,grey,ZNF397,gene with protein product,
8436,ENSG00000129245,grey,FXR2,gene with protein product,
8437,ENSG00000282826,grey,FRG1CP,pseudogene,
8438,ENSG00000064932,pink,SBNO2,gene with protein product,
8439,ENSG00000166016,grey,ABTB2,gene with protein product,
8440,ENSG00000108963,turquoise,DPH1,gene with protein product,
8441,ENSG00000172432,red,GTPBP2,gene with protein product,
8442,ENSG00000130150,brown,MOSPD2,gene with protein product,
8443,ENSG00000184634,lightgreen,MED12,gene with protein product,
8444,ENSG00000106246,purple,PTCD1,gene with protein product,
8445,ENSG00000134247,grey,PTGFRN,gene with protein product,
8446,ENSG00000163635,grey,ATXN7,gene with protein product,
8447,ENSG00000135373,grey,EHF,gene with protein product,
8448,ENSG00000171262,blue,FAM98B,gene with protein product,
8449,ENSG00000253133,green,GPAT4-AS1,"RNA, long non-coding",
8450,ENSG00000109775,grey,UFSP2,gene with protein product,
8451,ENSG00000111358,brown,GTF2H3,gene with protein product,
8452,ENSG00000165118,grey,QNG1,gene with protein product,
8453,ENSG00000183337,grey,BCOR,gene with protein product,
8454,ENSG00000171408,grey,PDE7B,gene with protein product,
8455,ENSG00000169100,grey,SLC25A6,gene with protein product,
8456,ENSG00000169100.1,grey,,,
8457,ENSG00000076513,grey,ANKRD13A,gene with protein product,
8458,ENSG00000175470,turquoise,PPP2R2D,gene with protein product,
8459,ENSG00000143502,grey,SUSD4,gene with protein product,
8460,ENSG00000170846,yellow,MRFAP1L2,gene with protein product,
8461,ENSG00000229119,yellow,RPLP0P9,pseudogene,
8462,ENSG00000185404,turquoise,SP140L,gene with protein product,
8463,ENSG00000164051,yellow,CCDC51,gene with protein product,
8464,ENSG00000110711,grey,AIP,gene with protein product,
8465,ENSG00000140367,blue,UBE2Q2,gene with protein product,
8466,ENSG00000143294,purple,PRCC,gene with protein product,
8467,ENSG00000111752,grey,PHC1,gene with protein product,
8468,ENSG00000213096,blue,ZNF254,gene with protein product,
8469,ENSG00000163827,grey,LRRC2,gene with protein product,
8470,ENSG00000184182,green,UBE2F,gene with protein product,
8471,ENSG00000274180,greenyellow,NATD1,gene with protein product,
8472,ENSG00000111364,red,DDX55,gene with protein product,
8473,ENSG00000156875,brown,MFSD14A,gene with protein product,
8474,ENSG00000007080,pink,CCDC124,gene with protein product,
8475,ENSG00000136144,brown,RCBTB1,gene with protein product,
8476,ENSG00000186517,magenta,ARHGAP30,gene with protein product,
8477,ENSG00000241258,grey,CRCP,gene with protein product,
8478,ENSG00000175826,purple,CTDNEP1,gene with protein product,
8479,ENSG00000134444,grey,RELCH,gene with protein product,
8480,ENSG00000188938,grey,FAM120AOS,gene with protein product,
8481,ENSG00000267056,grey,,,
8482,ENSG00000140750,red,ARHGAP17,gene with protein product,
8483,ENSG00000158062,grey,UBXN11,gene with protein product,
8484,ENSG00000169750,turquoise,RAC3,gene with protein product,
8485,ENSG00000076641,blue,PAG1,gene with protein product,
8486,ENSG00000089916,brown,GPATCH2L,gene with protein product,
8487,ENSG00000143157,grey,POGK,gene with protein product,
8488,ENSG00000114739,grey,ACVR2B,gene with protein product,Type 2 receptor serine/threonine kinases
8489,ENSG00000155849,grey,ELMO1,gene with protein product,
8490,ENSG00000173272,turquoise,MZT2A,gene with protein product,
8491,ENSG00000130775,grey,THEMIS2,gene with protein product,
8492,ENSG00000056558,turquoise,TRAF1,gene with protein product,TNF receptor associated factors
8493,ENSG00000049541,grey,RFC2,gene with protein product,
8494,ENSG00000139433,green,GLTP,gene with protein product,
8495,ENSG00000266302,grey,,,
8496,ENSG00000156711,grey,MAPK13,gene with protein product,
8497,ENSG00000118579,grey,MED28,gene with protein product,
8498,ENSG00000099381,turquoise,SETD1A,gene with protein product,
8499,ENSG00000164815,grey,ORC5,gene with protein product,
8500,ENSG00000178764,grey,ZHX2,gene with protein product,
8501,ENSG00000261236,turquoise,BOP1,gene with protein product,
8502,ENSG00000111445,green,RFC5,gene with protein product,
8503,ENSG00000176273,grey,SLC35G1,gene with protein product,
8504,ENSG00000167721,grey,TSR1,gene with protein product,
8505,ENSG00000260272,tan,,,
8506,ENSG00000156931,grey,VPS8,gene with protein product,
8507,ENSG00000166856,grey,GPR182,gene with protein product,"G protein-coupled receptors, Class A orphans"
8508,ENSG00000168566,blue,SNRNP48,gene with protein product,
8509,ENSG00000225721,grey,,,
8510,ENSG00000140320,turquoise,BAHD1,gene with protein product,
8511,ENSG00000173442,green,EHBP1L1,gene with protein product,
8512,ENSG00000170260,turquoise,ZNF212,gene with protein product,
8513,ENSG00000211594,darkturquoise,IGKJ4,immunoglobulin gene,
8514,ENSG00000157837,grey,SPPL3,gene with protein product,
8515,ENSG00000144524,turquoise,COPS7B,gene with protein product,
8516,ENSG00000258210,black,,,
8517,ENSG00000238018,grey,SPTBN1-AS2,"RNA, long non-coding",
8518,ENSG00000102934,grey,PLLP,gene with protein product,
8519,ENSG00000171914,grey,TLN2,gene with protein product,
8520,ENSG00000176834,grey,VSIG10,gene with protein product,
8521,ENSG00000280927,turquoise,CTBP1-AS,"RNA, long non-coding",
8522,ENSG00000185305,blue,ARL15,gene with protein product,
8523,ENSG00000119185,grey,ITGB1BP1,gene with protein product,
8524,ENSG00000160214,turquoise,RRP1,gene with protein product,
8525,ENSG00000179862,grey,CITED4,gene with protein product,
8526,ENSG00000111880,brown,RNGTT,gene with protein product,
8527,ENSG00000160208,grey,RRP1B,gene with protein product,
8528,ENSG00000236754,red,,,
8529,ENSG00000040531,grey,CTNS,gene with protein product,
8530,ENSG00000119906,grey,SLF2,gene with protein product,
8531,ENSG00000259940,grey,,,
8532,ENSG00000164024,blue,METAP1,gene with protein product,
8533,ENSG00000248643,red,RBM14-RBM4,readthrough,
8534,ENSG00000154814,grey,OXNAD1,gene with protein product,
8535,ENSG00000035687,brown,ADSS2,gene with protein product,
8536,ENSG00000005379,turquoise,TSPOAP1,gene with protein product,
8537,ENSG00000022976,red,ZNF839,gene with protein product,
8538,ENSG00000175745,grey,NR2F1,gene with protein product,Nuclear receptor subfamily 2 group F
8539,ENSG00000123545,grey,NDUFAF4,gene with protein product,
8540,ENSG00000188549,grey,CCDC9B,gene with protein product,
8541,ENSG00000119392,grey,GLE1,gene with protein product,
8542,ENSG00000100926,grey,TM9SF1,gene with protein product,
8543,ENSG00000197417,grey,SHPK,gene with protein product,
8544,ENSG00000113555,magenta,PCDH12,gene with protein product,
8545,ENSG00000031003,brown,FAM13B,gene with protein product,
8546,ENSG00000058404,turquoise,CAMK2B,gene with protein product,
8547,ENSG00000138035,brown,PNPT1,gene with protein product,
8548,ENSG00000110497,greenyellow,AMBRA1,gene with protein product,
8549,ENSG00000214135,grey,SDHAP4,pseudogene,
8550,ENSG00000187778,turquoise,MCRS1,gene with protein product,
8551,ENSG00000089094,grey,KDM2B,gene with protein product,
8552,ENSG00000123595,green,RAB9A,gene with protein product,
8553,ENSG00000238184,greenyellow,CD81-AS1,"RNA, long non-coding",
8554,ENSG00000075223,grey,SEMA3C,gene with protein product,
8555,ENSG00000134815,turquoise,DHX34,gene with protein product,
8556,ENSG00000104490,grey,NCALD,gene with protein product,
8557,ENSG00000082397,magenta,EPB41L3,gene with protein product,
8558,ENSG00000282458,grey,WASH5P,pseudogene,
8559,ENSG00000167088,grey,SNRPD1,gene with protein product,
8560,ENSG00000188215,grey,DCUN1D3,gene with protein product,
8561,ENSG00000198000,red,NOL8,gene with protein product,
8562,ENSG00000184454,grey,NCMAP,gene with protein product,
8563,ENSG00000111196,green,MAGOHB,gene with protein product,
8564,ENSG00000158555,turquoise,GDPD5,gene with protein product,
8565,ENSG00000153107,black,ANAPC1,gene with protein product,
8566,ENSG00000089818,grey,NECAP1,gene with protein product,
8567,ENSG00000254995,turquoise,STX16-NPEPL1,readthrough,
8568,ENSG00000151474,grey,FRMD4A,gene with protein product,
8569,ENSG00000077713,grey,SLC25A43,gene with protein product,
8570,ENSG00000100908,purple,EMC9,gene with protein product,
8571,ENSG00000132510,turquoise,KDM6B,gene with protein product,
8572,ENSG00000109103,grey,UNC119,gene with protein product,
8573,ENSG00000176101,tan,SSNA1,gene with protein product,
8574,ENSG00000184903,yellow,IMMP2L,gene with protein product,
8575,ENSG00000154269,grey,ENPP3,gene with protein product,
8576,ENSG00000183979,lightyellow,NPB,gene with protein product,
8577,ENSG00000186469,cyan,GNG2,gene with protein product,
8578,ENSG00000165943,grey,MOAP1,gene with protein product,
8579,ENSG00000121270,grey,ABCC11,gene with protein product,
8580,ENSG00000070366,lightgreen,SMG6,gene with protein product,
8581,ENSG00000123297,yellow,TSFM,gene with protein product,
8582,ENSG00000288894,grey,,,
8583,ENSG00000101336,magenta,HCK,gene with protein product,
8584,ENSG00000186187,turquoise,ZNRF1,gene with protein product,
8585,ENSG00000232177,grey,MTND4P24,pseudogene,
8586,ENSG00000116455,grey,WDR77,gene with protein product,
8587,ENSG00000112769,grey,LAMA4,gene with protein product,
8588,ENSG00000177302,lightgreen,TOP3A,gene with protein product,
8589,ENSG00000107816,turquoise,LZTS2,gene with protein product,
8590,ENSG00000087095,blue,NLK,gene with protein product,
8591,ENSG00000267815,red,,,
8592,ENSG00000100385,grey,IL2RB,gene with protein product,
8593,ENSG00000232940,red,HCG25,"RNA, long non-coding",
8594,ENSG00000113810,brown,SMC4,gene with protein product,
8595,ENSG00000174684,grey,B4GAT1,gene with protein product,
8596,ENSG00000106344,turquoise,RBM28,gene with protein product,
8597,ENSG00000130021,grey,PUDP,gene with protein product,
8598,ENSG00000272916,turquoise,,,
8599,ENSG00000156958,grey,GALK2,gene with protein product,
8600,ENSG00000244687,grey,UBE2V1,gene with protein product,
8601,ENSG00000100209,yellow,HSCB,gene with protein product,
8602,ENSG00000129691,grey,ASH2L,gene with protein product,
8603,ENSG00000225138,grey,SLC9A3-AS1,"RNA, long non-coding",
8604,ENSG00000105671,lightcyan,DDX49,gene with protein product,
8605,ENSG00000213516,grey,RBMXL1,gene with protein product,
8606,ENSG00000101343,brown,CRNKL1,gene with protein product,
8607,ENSG00000268193,lightcyan,,,
8608,ENSG00000256269,grey,HMBS,gene with protein product,
8609,ENSG00000164776,red,PHKG1,gene with protein product,
8610,ENSG00000140835,grey,CHST4,gene with protein product,
8611,ENSG00000111879,grey,FAM184A,gene with protein product,
8612,ENSG00000164898,yellow,FMC1,gene with protein product,
8613,ENSG00000177406,grey,NINJ2-AS1,"RNA, long non-coding",
8614,ENSG00000100505,grey,TRIM9,gene with protein product,
8615,ENSG00000175548,blue,ALG10B,gene with protein product,
8616,ENSG00000141562,turquoise,NARF,gene with protein product,
8617,ENSG00000168743,grey,NPNT,gene with protein product,
8618,ENSG00000225339,grey,,,
8619,ENSG00000213533,grey,STIMATE,gene with protein product,
8620,ENSG00000178297,grey,TMPRSS9,gene with protein product,
8621,ENSG00000125945,grey,ZNF436,gene with protein product,
8622,ENSG00000178826,grey,TMEM139,gene with protein product,
8623,ENSG00000107874,grey,CUEDC2,gene with protein product,
8624,ENSG00000269897,grey,COMMD3-BMI1,readthrough,
8625,ENSG00000085662,grey,AKR1B1,gene with protein product,
8626,ENSG00000166822,blue,TMEM170A,gene with protein product,
8627,ENSG00000110697,greenyellow,PITPNM1,gene with protein product,
8628,ENSG00000249967,greenyellow,,,
8629,ENSG00000198912,grey,C1orf174,gene with protein product,
8630,ENSG00000125703,blue,ATG4C,gene with protein product,
8631,ENSG00000182173,turquoise,TSEN54,gene with protein product,
8632,ENSG00000121897,grey,LIAS,gene with protein product,
8633,ENSG00000104142,grey,VPS18,gene with protein product,
8634,ENSG00000125257,grey,ABCC4,gene with protein product,
8635,ENSG00000233369,grey,GTF2IP4,pseudogene,
8636,ENSG00000287401,grey,,,
8637,ENSG00000213906,grey,LTB4R2,gene with protein product,Leukotriene receptors
8638,ENSG00000145246,grey,ATP10D,gene with protein product,
8639,ENSG00000179630,grey,LACC1,gene with protein product,
8640,ENSG00000117543,yellow,DPH5,gene with protein product,
8641,ENSG00000174227,grey,PIGG,gene with protein product,
8642,ENSG00000132688,grey,NES,gene with protein product,
8643,ENSG00000242259,grey,C22orf39,gene with protein product,
8644,ENSG00000257921,yellow,,,
8645,ENSG00000116670,grey,MAD2L2,gene with protein product,
8646,ENSG00000065413,blue,ANKRD44,gene with protein product,
8647,ENSG00000205220,grey,PSMB10,gene with protein product,
8648,ENSG00000171345,grey,KRT19,gene with protein product,
8649,ENSG00000275549,turquoise,STPG3-AS1,"RNA, long non-coding",
8650,ENSG00000066056,grey,TIE1,gene with protein product,
8651,ENSG00000005844,grey,ITGAL,gene with protein product,
8652,ENSG00000153885,grey,KCTD15,gene with protein product,
8653,ENSG00000160593,grey,JAML,gene with protein product,
8654,ENSG00000171570,tan,RAB4B-EGLN2,readthrough,
8655,ENSG00000196636,blue,SDHAF3,gene with protein product,
8656,ENSG00000146729,grey,NIPSNAP2,gene with protein product,
8657,ENSG00000167105,grey,TMEM92,gene with protein product,
8658,ENSG00000155158,grey,TTC39B,gene with protein product,
8659,ENSG00000126001,pink,CEP250,gene with protein product,
8660,ENSG00000184898,brown,RBM43,gene with protein product,
8661,ENSG00000180354,grey,MTURN,gene with protein product,
8662,ENSG00000038427,grey,VCAN,gene with protein product,
8663,ENSG00000168813,grey,ZNF507,gene with protein product,
8664,ENSG00000223482,grey,NUTM2A-AS1,"RNA, long non-coding",
8665,ENSG00000278768,greenyellow,BACE1-AS,"RNA, long non-coding",
8666,ENSG00000181610,grey,MRPS23,gene with protein product,
8667,ENSG00000171302,grey,CANT1,gene with protein product,
8668,ENSG00000011454,grey,RABGAP1,gene with protein product,
8669,ENSG00000124333,blue,VAMP7,gene with protein product,
8670,ENSG00000124333.1,blue,,,
8671,ENSG00000223534,grey,HLA-DQB1-AS1,"RNA, long non-coding",
8672,ENSG00000163249,blue,CCNYL1,gene with protein product,
8673,ENSG00000167693,grey,NXN,gene with protein product,
8674,ENSG00000228315,turquoise,,,
8675,ENSG00000288920,grey,RPSA2,gene with protein product,
8676,ENSG00000184436,tan,THAP7,gene with protein product,
8677,ENSG00000261829,red,,,
8678,ENSG00000169446,brown,MMGT1,gene with protein product,
8679,ENSG00000215788,turquoise,TNFRSF25,gene with protein product,Tumor necrosis factor receptor superfamily
8680,ENSG00000181631,magenta,P2RY13,gene with protein product,P2Y receptors
8681,ENSG00000101400,turquoise,SNTA1,gene with protein product,
8682,ENSG00000245849,red,RAD51-AS1,"RNA, long non-coding",
8683,ENSG00000137812,brown,KNL1,gene with protein product,
8684,ENSG00000162227,turquoise,TAF6L,gene with protein product,
8685,ENSG00000141564,greenyellow,RPTOR,gene with protein product,
8686,ENSG00000111452,grey,ADGRD1,gene with protein product,"Adhesion G protein-coupled receptors, subfamily D"
8687,ENSG00000087448,grey,KLHL42,gene with protein product,
8688,ENSG00000105171,grey,POP4,gene with protein product,
8689,ENSG00000167191,grey,GPRC5B,gene with protein product,"G protein-coupled receptors, Class C orphans"
8690,ENSG00000204536,turquoise,CCHCR1,gene with protein product,
8691,ENSG00000036448,grey,MYOM2,gene with protein product,
8692,ENSG00000184060,magenta,ADAP2,gene with protein product,
8693,ENSG00000166377,black,ATP9B,gene with protein product,
8694,ENSG00000123146,grey,ADGRE5,gene with protein product,
8695,ENSG00000240666,grey,MME-AS1,"RNA, long non-coding",
8696,ENSG00000141252,pink,VPS53,gene with protein product,
8697,ENSG00000171467,grey,ZNF318,gene with protein product,
8698,ENSG00000137507,royalblue,LRRC32,gene with protein product,
8699,ENSG00000088035,blue,ALG6,gene with protein product,
8700,ENSG00000187266,red,EPOR,gene with protein product,
8701,ENSG00000128626,tan,MRPS12,gene with protein product,
8702,ENSG00000102119,grey,EMD,gene with protein product,
8703,ENSG00000104435,royalblue,STMN2,gene with protein product,
8704,ENSG00000143514,grey,TP53BP2,gene with protein product,
8705,ENSG00000175893,blue,ZDHHC21,gene with protein product,
8706,ENSG00000184678,grey,H2BC21,gene with protein product,
8707,ENSG00000160703,pink,NLRX1,gene with protein product,
8708,ENSG00000161558,turquoise,TMEM143,gene with protein product,
8709,ENSG00000185883,tan,ATP6V0C,gene with protein product,
8710,ENSG00000130560,turquoise,UBAC1,gene with protein product,
8711,ENSG00000203710,magenta,CR1,gene with protein product,
8712,ENSG00000255073,black,ZFP91-CNTF,readthrough,
8713,ENSG00000026297,grey,RNASET2,gene with protein product,
8714,ENSG00000169057,lightgreen,MECP2,gene with protein product,
8715,ENSG00000235655,grey,H3P6,pseudogene,
8716,ENSG00000103260,tan,METRN,gene with protein product,
8717,ENSG00000076944,turquoise,STXBP2,gene with protein product,
8718,ENSG00000167378,grey,IRGQ,gene with protein product,
8719,ENSG00000163322,green,ABRAXAS1,gene with protein product,
8720,ENSG00000224597,grey,SVIL-AS1,"RNA, long non-coding",
8721,ENSG00000106526,grey,ACTR3C,gene with protein product,
8722,ENSG00000056050,green,HPF1,gene with protein product,
8723,ENSG00000187699,brown,C2orf88,gene with protein product,
8724,ENSG00000124208,grey,PEDS1-UBE2V1,readthrough,
8725,ENSG00000178467,turquoise,P4HTM,gene with protein product,
8726,ENSG00000270299,grey,,,
8727,ENSG00000170903,grey,MSANTD4,gene with protein product,
8728,ENSG00000119004,grey,CYP20A1,gene with protein product,
8729,ENSG00000084072,grey,PPIE,gene with protein product,
8730,ENSG00000006047,lightyellow,YBX2,gene with protein product,
8731,ENSG00000140598,black,EFL1,gene with protein product,
8732,ENSG00000164402,grey,SEPTIN8,gene with protein product,
8733,ENSG00000187741,turquoise,FANCA,gene with protein product,
8734,ENSG00000178971,grey,CTC1,gene with protein product,
8735,ENSG00000269837,grey,IPO5P1,pseudogene,
8736,ENSG00000072756,green,TRNT1,gene with protein product,
8737,ENSG00000173137,turquoise,ADCK5,gene with protein product,
8738,ENSG00000272896,grey,,,
8739,ENSG00000198771,cyan,RCSD1,gene with protein product,
8740,ENSG00000167302,turquoise,TEPSIN,gene with protein product,
8741,ENSG00000107175,grey,CREB3,gene with protein product,
8742,ENSG00000147789,red,ZNF7,gene with protein product,
8743,ENSG00000120800,black,UTP20,gene with protein product,
8744,ENSG00000006468,grey,ETV1,gene with protein product,
8745,ENSG00000144635,blue,DYNC1LI1,gene with protein product,
8746,ENSG00000204261,grey,PSMB8-AS1,"RNA, long non-coding",
8747,ENSG00000275410,turquoise,HNF1B,gene with protein product,
8748,ENSG00000181396,pink,OGFOD3,gene with protein product,
8749,ENSG00000227258,grey,SMIM2-AS1,"RNA, long non-coding",
8750,ENSG00000185085,grey,INTS5,gene with protein product,
8751,ENSG00000160226,turquoise,CFAP410,gene with protein product,
8752,ENSG00000257267,grey,ZNF271P,pseudogene,
8753,ENSG00000001497,grey,LAS1L,gene with protein product,
8754,ENSG00000171161,turquoise,ZNF672,gene with protein product,
8755,ENSG00000075336,grey,TIMM21,gene with protein product,
8756,ENSG00000237172,red,B3GNT9,gene with protein product,
8757,ENSG00000196116,grey,TDRD7,gene with protein product,
8758,ENSG00000271303,grey,SRXN1,gene with protein product,
8759,ENSG00000215251,grey,FASTKD5,gene with protein product,
8760,ENSG00000170919,red,TPT1-AS1,"RNA, long non-coding",
8761,ENSG00000197272,red,IL27,gene with protein product,
8762,ENSG00000113597,blue,TRAPPC13,gene with protein product,
8763,ENSG00000178951,pink,ZBTB7A,gene with protein product,
8764,ENSG00000274629,green,,,
8765,ENSG00000101138,brown,CSTF1,gene with protein product,
8766,ENSG00000281887,cyan,GIMAP1-GIMAP5,readthrough,
8767,ENSG00000120458,red,MSANTD2,gene with protein product,
8768,ENSG00000271239,grey,,,
8769,ENSG00000167774,yellow,,,
8770,ENSG00000155256,turquoise,ZFYVE27,gene with protein product,
8771,ENSG00000267855,yellow,NDUFA7,gene with protein product,
8772,ENSG00000104723,grey,TUSC3,gene with protein product,
8773,ENSG00000135090,grey,TAOK3,gene with protein product,
8774,ENSG00000146166,grey,LGSN,gene with protein product,
8775,ENSG00000137875,grey,BCL2L10,gene with protein product,
8776,ENSG00000163684,grey,RPP14,gene with protein product,
8777,ENSG00000125484,brown,GTF3C4,gene with protein product,
8778,ENSG00000235173,turquoise,HGH1,gene with protein product,
8779,ENSG00000140259,grey,MFAP1,gene with protein product,
8780,ENSG00000122965,pink,RBM19,gene with protein product,
8781,ENSG00000012171,turquoise,SEMA3B,gene with protein product,
8782,ENSG00000188092,salmon,GPR89B,gene with protein product,
8783,ENSG00000165929,grey,TC2N,gene with protein product,
8784,ENSG00000197013,brown,ZNF429,gene with protein product,
8785,ENSG00000231609,red,EHBP1-AS1,"RNA, long non-coding",
8786,ENSG00000082213,brown,C5orf22,gene with protein product,
8787,ENSG00000078269,grey,SYNJ2,gene with protein product,
8788,ENSG00000165660,blue,ABRAXAS2,gene with protein product,
8789,ENSG00000102178,grey,UBL4A,gene with protein product,
8790,ENSG00000127445,tan,PIN1,gene with protein product,
8791,ENSG00000013392,grey,RWDD2A,gene with protein product,
8792,ENSG00000165526,grey,RPUSD4,gene with protein product,
8793,ENSG00000245156,black,,,
8794,ENSG00000184845,turquoise,DRD1,gene with protein product,Dopamine receptors
8795,ENSG00000189308,brown,LIN54,gene with protein product,
8796,ENSG00000105341,grey,DMAC2,gene with protein product,
8797,ENSG00000141542,red,RAB40B,gene with protein product,
8798,ENSG00000146587,grey,RBAK,gene with protein product,
8799,ENSG00000103404,grey,USP31,gene with protein product,
8800,ENSG00000130826,grey,DKC1,gene with protein product,
8801,ENSG00000183018,grey,SPNS2,gene with protein product,
8802,ENSG00000005100,grey,DHX33,gene with protein product,
8803,ENSG00000159208,grey,CIART,gene with protein product,
8804,ENSG00000229719,turquoise,MIR194-2HG,"RNA, long non-coding",
8805,ENSG00000126767,grey,ELK1,gene with protein product,
8806,ENSG00000119041,grey,GTF3C3,gene with protein product,
8807,ENSG00000211653,darkturquoise,IGLV1-40,immunoglobulin gene,
8808,ENSG00000225765,grey,LINC01831,"RNA, long non-coding",
8809,ENSG00000169026,grey,SLC49A3,gene with protein product,
8810,ENSG00000086712,grey,TXLNG,gene with protein product,
8811,ENSG00000101132,green,PFDN4,gene with protein product,
8812,ENSG00000163472,grey,TMEM79,gene with protein product,
8813,ENSG00000120071,grey,KANSL1,gene with protein product,
8814,ENSG00000170485,grey,NPAS2,gene with protein product,
8815,ENSG00000214021,turquoise,TTLL3,gene with protein product,
8816,ENSG00000198707,grey,CEP290,gene with protein product,
8817,ENSG00000256007,red,ARAP1-AS1,"RNA, long non-coding",
8818,ENSG00000285427,darkred,SOD2-OT1,"RNA, long non-coding",
8819,ENSG00000288711,black,,,
8820,ENSG00000204977,green,TRIM13,gene with protein product,
8821,ENSG00000128923,blue,MINDY2,gene with protein product,
8822,ENSG00000204371,turquoise,EHMT2,gene with protein product,
8823,ENSG00000171150,blue,SOCS5,gene with protein product,
8824,ENSG00000070423,pink,RNF126,gene with protein product,
8825,ENSG00000105647,pink,PIK3R2,gene with protein product,
8826,ENSG00000119772,turquoise,DNMT3A,gene with protein product,
8827,ENSG00000168795,grey,ZBTB5,gene with protein product,
8828,ENSG00000177303,pink,CASKIN2,gene with protein product,
8829,ENSG00000103005,grey,USB1,gene with protein product,
8830,ENSG00000204316,tan,MRPL38,gene with protein product,
8831,ENSG00000165633,grey,VSTM4,gene with protein product,
8832,ENSG00000196208,grey60,GREB1,gene with protein product,
8833,ENSG00000142409,turquoise,ZNF787,gene with protein product,
8834,ENSG00000211651,grey,IGLV1-44,immunoglobulin gene,
8835,ENSG00000170043,grey,TRAPPC1,gene with protein product,
8836,ENSG00000170004,grey,CHD3,gene with protein product,
8837,ENSG00000272750,black,,,
8838,ENSG00000139372,grey,TDG,gene with protein product,
8839,ENSG00000269145,red,MAST3-AS1,"RNA, long non-coding",
8840,ENSG00000134830,grey60,C5AR2,gene with protein product,
8841,ENSG00000117153,grey,KLHL12,gene with protein product,
8842,ENSG00000260404,turquoise,,,
8843,ENSG00000260643,grey,,,
8844,ENSG00000111300,grey,NAA25,gene with protein product,
8845,ENSG00000075914,purple,EXOSC7,gene with protein product,
8846,ENSG00000244491,grey,,,
8847,ENSG00000137877,grey,SPTBN5,gene with protein product,
8848,ENSG00000160688,grey,FLAD1,gene with protein product,
8849,ENSG00000286024,grey,,,
8850,ENSG00000068784,brown,SRBD1,gene with protein product,
8851,ENSG00000152217,grey,SETBP1,gene with protein product,
8852,ENSG00000167118,grey,URM1,gene with protein product,
8853,ENSG00000145990,grey,GFOD1,gene with protein product,
8854,ENSG00000173276,brown,ZBTB21,gene with protein product,
8855,ENSG00000095739,grey,BAMBI,gene with protein product,
8856,ENSG00000136859,grey,ANGPTL2,gene with protein product,
8857,ENSG00000141858,purple,SAMD1,gene with protein product,
8858,ENSG00000111716,grey,LDHB,gene with protein product,
8859,ENSG00000085511,red,MAP3K4,gene with protein product,
8860,ENSG00000288520,grey,,,
8861,ENSG00000109689,grey,STIM2,gene with protein product,
8862,ENSG00000103275,grey,UBE2I,gene with protein product,
8863,ENSG00000198556,red,ZNF789,gene with protein product,
8864,ENSG00000124356,grey,STAMBP,gene with protein product,
8865,ENSG00000106245,purple,BUD31,gene with protein product,
8866,ENSG00000184557,grey,SOCS3,gene with protein product,
8867,ENSG00000140694,grey,PARN,gene with protein product,
8868,ENSG00000087074,grey,PPP1R15A,gene with protein product,
8869,ENSG00000075945,blue,KIFAP3,gene with protein product,
8870,ENSG00000075303,blue,SLC25A40,gene with protein product,
